n,signature,new_signature_at_n,first_seen_n
11386,"(1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1)",0,10
11387,"(2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2)",0,2
11388,"(3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3)",0,3
11389,"(4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4)",0,4
11390,"(5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5)",0,5
11391,"(6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6)",0,6
11392,"(7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7)",0,7
11393,"(8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8)",0,8
11394,"(0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)",0,9
11395,"(1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1)",0,10
11396,"(2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2)",0,2
11397,"(3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3)",0,3
11398,"(4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4)",0,4
11399,"(5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5)",0,5
11400,"(6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6)",0,6
11401,"(7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7)",0,7
11402,"(8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8)",0,8
11403,"(0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)",0,9
11404,"(1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1)",0,10
11405,"(2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2)",0,2
11406,"(3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3)",0,3
11407,"(4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4)",0,4
11408,"(5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5)",0,5
11409,"(6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6)",0,6
11410,"(7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7)",0,7
11411,"(8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8)",0,8
11412,"(0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)",0,9
11413,"(1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1)",0,10
11414,"(2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2)",0,2
11415,"(3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3)",0,3
11416,"(4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4)",0,4
11417,"(5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5)",0,5
11418,"(6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6)",0,6
11419,"(7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7)",0,7
11420,"(8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8)",0,8
11421,"(0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)",0,9
11422,"(1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1)",0,10
11423,"(2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2)",0,2
11424,"(3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3)",0,3
11425,"(4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4)",0,4
11426,"(5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5)",0,5
11427,"(6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6)",0,6
11428,"(7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7)",0,7
11429,"(8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8)",0,8
11430,"(0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)",0,9
11431,"(1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1)",0,10
11432,"(2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2)",0,2
11433,"(3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3)",0,3
11434,"(4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4)",0,4
11435,"(5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5)",0,5
11436,"(6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6)",0,6
11437,"(7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7)",0,7
11438,"(8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8)",0,8
11439,"(0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)",0,9
11440,"(1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1)",0,10
11441,"(2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2)",0,2
11442,"(3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3)",0,3
11443,"(4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4)",0,4
11444,"(5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5)",0,5
11445,"(6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6)",0,6
11446,"(7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7)",0,7
11447,"(8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8)",0,8
11448,"(0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)",0,9
11449,"(1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1)",0,10
11450,"(2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2)",0,2
11451,"(3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3)",0,3
11452,"(4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4)",0,4
11453,"(5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5)",0,5
11454,"(6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6)",0,6
11455,"(7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7)",0,7
11456,"(8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8)",0,8
11457,"(0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)",0,9
11458,"(1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1)",0,10
11459,"(2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2)",0,2
11460,"(3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3)",0,3
11461,"(4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4)",0,4
11462,"(5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5)",0,5
11463,"(6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6)",0,6
11464,"(7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7)",0,7
11465,"(8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8)",0,8
11466,"(0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)",0,9
11467,"(1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1)",0,10
11468,"(2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2)",0,2
11469,"(3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3)",0,3
11470,"(4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4)",0,4
11471,"(5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5)",0,5
11472,"(6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6)",0,6
11473,"(7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7)",0,7
11474,"(8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8)",0,8
11475,"(0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)",0,9
11476,"(1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1)",0,10
11477,"(2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2)",0,2
11478,"(3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3)",0,3
11479,"(4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4)",0,4
11480,"(5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5)",0,5
11481,"(6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6)",0,6
11482,"(7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7)",0,7
11483,"(8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8)",0,8
11484,"(0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)",0,9
11485,"(1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1)",0,10
11486,"(2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2)",0,2
11487,"(3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3)",0,3
11488,"(4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4)",0,4
11489,"(5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5)",0,5
11490,"(6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6)",0,6
11491,"(7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7)",0,7
11492,"(8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8)",0,8
11493,"(0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)",0,9
11494,"(1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1)",0,10
11495,"(2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2)",0,2
11496,"(3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3)",0,3
11497,"(4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4)",0,4
11498,"(5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5)",0,5
11499,"(6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6)",0,6
11500,"(7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7)",0,7
11501,"(8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8)",0,8
11502,"(0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)",0,9
11503,"(1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1)",0,10
11504,"(2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2)",0,2
11505,"(3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3)",0,3
11506,"(4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4)",0,4
11507,"(5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5)",0,5
11508,"(6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6)",0,6
11509,"(7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7)",0,7
11510,"(8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8)",0,8
11511,"(0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)",0,9
11512,"(1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1)",0,10
11513,"(2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2)",0,2
11514,"(3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3)",0,3
11515,"(4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4)",0,4
11516,"(5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5)",0,5
11517,"(6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6)",0,6
11518,"(7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7)",0,7
11519,"(8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8)",0,8
11520,"(0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)",0,9
11521,"(1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1)",0,10
11522,"(2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2)",0,2
11523,"(3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3)",0,3
11524,"(4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4)",0,4
11525,"(5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5)",0,5
11526,"(6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6)",0,6
11527,"(7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7)",0,7
11528,"(8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8)",0,8
11529,"(0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)",0,9
11530,"(1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1)",0,10
11531,"(2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2)",0,2
11532,"(3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3)",0,3
11533,"(4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4)",0,4
11534,"(5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5)",0,5
11535,"(6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6)",0,6
11536,"(7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7)",0,7
11537,"(8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8)",0,8
11538,"(0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)",0,9
11539,"(1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1)",0,10
11540,"(2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2)",0,2
11541,"(3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3)",0,3
11542,"(4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4)",0,4
11543,"(5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5)",0,5
11544,"(6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6)",0,6
11545,"(7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7)",0,7
11546,"(8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8)",0,8
11547,"(0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)",0,9
11548,"(1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1)",0,10
11549,"(2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2)",0,2
11550,"(3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3)",0,3
11551,"(4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4)",0,4
11552,"(5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5)",0,5
11553,"(6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6)",0,6
11554,"(7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7)",0,7
11555,"(8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8)",0,8
11556,"(0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)",0,9
11557,"(1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1)",0,10
11558,"(2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2)",0,2
11559,"(3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3)",0,3
11560,"(4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4)",0,4
11561,"(5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5)",0,5
11562,"(6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6)",0,6
11563,"(7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7)",0,7
11564,"(8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8)",0,8
11565,"(0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)",0,9
11566,"(1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1)",0,10
11567,"(2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2)",0,2
11568,"(3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3)",0,3
11569,"(4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4)",0,4
11570,"(5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5)",0,5
11571,"(6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6)",0,6
11572,"(7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7)",0,7
11573,"(8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8)",0,8
11574,"(0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)",0,9
11575,"(1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1)",0,10
11576,"(2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2)",0,2
11577,"(3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3)",0,3
11578,"(4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4)",0,4
11579,"(5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5)",0,5
11580,"(6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6)",0,6
11581,"(7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7)",0,7
11582,"(8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8)",0,8
11583,"(0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)",0,9
11584,"(1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1)",0,10
11585,"(2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2)",0,2
11586,"(3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3)",0,3
11587,"(4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4)",0,4
11588,"(5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5)",0,5
11589,"(6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6)",0,6
11590,"(7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7)",0,7
11591,"(8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8)",0,8
11592,"(0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)",0,9
11593,"(1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1)",0,10
11594,"(2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2)",0,2
11595,"(3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3)",0,3
11596,"(4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4)",0,4
11597,"(5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5)",0,5
11598,"(6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6)",0,6
11599,"(7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7)",0,7
11600,"(8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8)",0,8
11601,"(0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)",0,9
11602,"(1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1)",0,10
11603,"(2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2)",0,2
11604,"(3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3)",0,3
11605,"(4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4)",0,4
11606,"(5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5)",0,5
11607,"(6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6)",0,6
11608,"(7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7)",0,7
11609,"(8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8)",0,8
11610,"(0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)",0,9
11611,"(1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1)",0,10
11612,"(2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2)",0,2
11613,"(3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3)",0,3
11614,"(4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4)",0,4
11615,"(5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5)",0,5
11616,"(6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6)",0,6
11617,"(7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7)",0,7
11618,"(8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8)",0,8
11619,"(0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)",0,9
11620,"(1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1)",0,10
11621,"(2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2)",0,2
11622,"(3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3)",0,3
11623,"(4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4)",0,4
11624,"(5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5)",0,5
11625,"(6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6)",0,6
11626,"(7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7)",0,7
11627,"(8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8)",0,8
11628,"(0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)",0,9
11629,"(1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1)",0,10
11630,"(2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2)",0,2
11631,"(3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3)",0,3
11632,"(4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4)",0,4
11633,"(5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5)",0,5
11634,"(6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6)",0,6
11635,"(7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7)",0,7
11636,"(8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8)",0,8
11637,"(0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)",0,9
11638,"(1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1)",0,10
11639,"(2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2)",0,2
11640,"(3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3)",0,3
11641,"(4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4)",0,4
11642,"(5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5)",0,5
11643,"(6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6)",0,6
11644,"(7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7)",0,7
11645,"(8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8)",0,8
11646,"(0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)",0,9
11647,"(1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1)",0,10
11648,"(2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2)",0,2
11649,"(3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3)",0,3
11650,"(4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4)",0,4
11651,"(5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5)",0,5
11652,"(6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6)",0,6
11653,"(7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7)",0,7
11654,"(8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8)",0,8
11655,"(0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)",0,9
11656,"(1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1)",0,10
11657,"(2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2)",0,2
11658,"(3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3)",0,3
11659,"(4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4)",0,4
11660,"(5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5)",0,5
11661,"(6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6)",0,6
11662,"(7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7)",0,7
11663,"(8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8)",0,8
11664,"(0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)",0,9
11665,"(1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1)",0,10
11666,"(2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2)",0,2
11667,"(3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3)",0,3
11668,"(4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4)",0,4
11669,"(5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5)",0,5
11670,"(6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6)",0,6
11671,"(7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7)",0,7
11672,"(8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8)",0,8
11673,"(0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)",0,9
11674,"(1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1)",0,10
11675,"(2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2)",0,2
11676,"(3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3)",0,3
11677,"(4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4)",0,4
11678,"(5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5)",0,5
11679,"(6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6)",0,6
11680,"(7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7)",0,7
11681,"(8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8)",0,8
11682,"(0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)",0,9
11683,"(1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1)",0,10
11684,"(2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2)",0,2
11685,"(3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3)",0,3
11686,"(4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4)",0,4
11687,"(5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5)",0,5
11688,"(6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6)",0,6
11689,"(7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7)",0,7
11690,"(8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8)",0,8
11691,"(0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)",0,9
11692,"(1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1)",0,10
11693,"(2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2)",0,2
11694,"(3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3)",0,3
11695,"(4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4)",0,4
