n,signature,new_signature_at_n,first_seen_n
11076,"(6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6)",0,6
11077,"(7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7)",0,7
11078,"(8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8)",0,8
11079,"(0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)",0,9
11080,"(1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1)",0,10
11081,"(2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2)",0,2
11082,"(3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3)",0,3
11083,"(4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4)",0,4
11084,"(5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5)",0,5
11085,"(6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6)",0,6
11086,"(7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7)",0,7
11087,"(8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8)",0,8
11088,"(0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)",0,9
11089,"(1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1)",0,10
11090,"(2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2)",0,2
11091,"(3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3)",0,3
11092,"(4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4)",0,4
11093,"(5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5)",0,5
11094,"(6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6)",0,6
11095,"(7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7)",0,7
11096,"(8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8)",0,8
11097,"(0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)",0,9
11098,"(1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1)",0,10
11099,"(2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2)",0,2
11100,"(3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3)",0,3
11101,"(4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4)",0,4
11102,"(5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5)",0,5
11103,"(6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6)",0,6
11104,"(7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7)",0,7
11105,"(8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8)",0,8
11106,"(0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)",0,9
11107,"(1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1)",0,10
11108,"(2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2)",0,2
11109,"(3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3)",0,3
11110,"(4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4)",0,4
11111,"(5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5)",0,5
11112,"(6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6)",0,6
11113,"(7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7)",0,7
11114,"(8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8)",0,8
11115,"(0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)",0,9
11116,"(1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1)",0,10
11117,"(2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2)",0,2
11118,"(3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3)",0,3
11119,"(4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4)",0,4
11120,"(5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5)",0,5
11121,"(6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6)",0,6
11122,"(7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7)",0,7
11123,"(8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8)",0,8
11124,"(0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)",0,9
11125,"(1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1)",0,10
11126,"(2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2)",0,2
11127,"(3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3)",0,3
11128,"(4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4)",0,4
11129,"(5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5)",0,5
11130,"(6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6)",0,6
11131,"(7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7)",0,7
11132,"(8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8)",0,8
11133,"(0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)",0,9
11134,"(1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1)",0,10
11135,"(2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2)",0,2
11136,"(3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3)",0,3
11137,"(4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4)",0,4
11138,"(5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5)",0,5
11139,"(6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6)",0,6
11140,"(7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7)",0,7
11141,"(8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8)",0,8
11142,"(0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)",0,9
11143,"(1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1)",0,10
11144,"(2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2)",0,2
11145,"(3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3)",0,3
11146,"(4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4)",0,4
11147,"(5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5)",0,5
11148,"(6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6)",0,6
11149,"(7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7)",0,7
11150,"(8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8)",0,8
11151,"(0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)",0,9
11152,"(1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1)",0,10
11153,"(2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2)",0,2
11154,"(3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3)",0,3
11155,"(4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4)",0,4
11156,"(5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5)",0,5
11157,"(6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6)",0,6
11158,"(7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7)",0,7
11159,"(8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8)",0,8
11160,"(0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)",0,9
11161,"(1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1)",0,10
11162,"(2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2)",0,2
11163,"(3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3)",0,3
11164,"(4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4)",0,4
11165,"(5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5)",0,5
11166,"(6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6)",0,6
11167,"(7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7)",0,7
11168,"(8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8)",0,8
11169,"(0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)",0,9
11170,"(1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1)",0,10
11171,"(2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2)",0,2
11172,"(3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3)",0,3
11173,"(4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4)",0,4
11174,"(5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5)",0,5
11175,"(6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6)",0,6
11176,"(7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7)",0,7
11177,"(8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8)",0,8
11178,"(0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)",0,9
11179,"(1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1)",0,10
11180,"(2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2)",0,2
11181,"(3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3)",0,3
11182,"(4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4)",0,4
11183,"(5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5)",0,5
11184,"(6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6)",0,6
11185,"(7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7)",0,7
11186,"(8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8)",0,8
11187,"(0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)",0,9
11188,"(1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1)",0,10
11189,"(2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2)",0,2
11190,"(3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3)",0,3
11191,"(4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4)",0,4
11192,"(5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5)",0,5
11193,"(6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6)",0,6
11194,"(7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7)",0,7
11195,"(8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8)",0,8
11196,"(0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)",0,9
11197,"(1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1)",0,10
11198,"(2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2)",0,2
11199,"(3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3)",0,3
11200,"(4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4)",0,4
11201,"(5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5)",0,5
11202,"(6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6)",0,6
11203,"(7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7)",0,7
11204,"(8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8)",0,8
11205,"(0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)",0,9
11206,"(1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1)",0,10
11207,"(2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2)",0,2
11208,"(3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3)",0,3
11209,"(4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4)",0,4
11210,"(5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5)",0,5
11211,"(6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6)",0,6
11212,"(7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7)",0,7
11213,"(8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8)",0,8
11214,"(0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)",0,9
11215,"(1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1)",0,10
11216,"(2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2)",0,2
11217,"(3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3)",0,3
11218,"(4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4)",0,4
11219,"(5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5)",0,5
11220,"(6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6)",0,6
11221,"(7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7)",0,7
11222,"(8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8)",0,8
11223,"(0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)",0,9
11224,"(1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1)",0,10
11225,"(2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2)",0,2
11226,"(3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3)",0,3
11227,"(4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4)",0,4
11228,"(5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5)",0,5
11229,"(6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6)",0,6
11230,"(7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7)",0,7
11231,"(8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8)",0,8
11232,"(0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)",0,9
11233,"(1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1)",0,10
11234,"(2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2)",0,2
11235,"(3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3)",0,3
11236,"(4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4)",0,4
11237,"(5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5)",0,5
11238,"(6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6)",0,6
11239,"(7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7)",0,7
11240,"(8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8)",0,8
11241,"(0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)",0,9
11242,"(1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1)",0,10
11243,"(2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2)",0,2
11244,"(3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3)",0,3
11245,"(4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4)",0,4
11246,"(5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5)",0,5
11247,"(6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6)",0,6
11248,"(7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7)",0,7
11249,"(8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8)",0,8
11250,"(0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)",0,9
11251,"(1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1)",0,10
11252,"(2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2)",0,2
11253,"(3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3)",0,3
11254,"(4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4)",0,4
11255,"(5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5)",0,5
11256,"(6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6)",0,6
11257,"(7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7)",0,7
11258,"(8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8)",0,8
11259,"(0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)",0,9
11260,"(1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1)",0,10
11261,"(2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2)",0,2
11262,"(3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3)",0,3
11263,"(4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4)",0,4
11264,"(5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5)",0,5
11265,"(6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6)",0,6
11266,"(7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7)",0,7
11267,"(8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8)",0,8
11268,"(0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)",0,9
11269,"(1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1)",0,10
11270,"(2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2)",0,2
11271,"(3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3)",0,3
11272,"(4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4)",0,4
11273,"(5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5)",0,5
11274,"(6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6)",0,6
11275,"(7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7)",0,7
11276,"(8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8)",0,8
11277,"(0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)",0,9
11278,"(1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1)",0,10
11279,"(2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2)",0,2
11280,"(3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3)",0,3
11281,"(4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4)",0,4
11282,"(5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5)",0,5
11283,"(6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6)",0,6
11284,"(7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7)",0,7
11285,"(8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8)",0,8
11286,"(0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)",0,9
11287,"(1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1)",0,10
11288,"(2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2)",0,2
11289,"(3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3)",0,3
11290,"(4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4)",0,4
11291,"(5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5)",0,5
11292,"(6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6)",0,6
11293,"(7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7)",0,7
11294,"(8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8)",0,8
11295,"(0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)",0,9
11296,"(1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1)",0,10
11297,"(2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2)",0,2
11298,"(3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3)",0,3
11299,"(4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4)",0,4
11300,"(5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5)",0,5
11301,"(6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6)",0,6
11302,"(7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7)",0,7
11303,"(8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8)",0,8
11304,"(0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)",0,9
11305,"(1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1)",0,10
11306,"(2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2)",0,2
11307,"(3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3)",0,3
11308,"(4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4)",0,4
11309,"(5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5)",0,5
11310,"(6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6)",0,6
11311,"(7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7)",0,7
11312,"(8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8)",0,8
11313,"(0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)",0,9
11314,"(1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1)",0,10
11315,"(2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2)",0,2
11316,"(3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3)",0,3
11317,"(4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4)",0,4
11318,"(5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5)",0,5
11319,"(6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6)",0,6
11320,"(7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7)",0,7
11321,"(8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8)",0,8
11322,"(0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)",0,9
11323,"(1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1)",0,10
11324,"(2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2)",0,2
11325,"(3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3)",0,3
11326,"(4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4)",0,4
11327,"(5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5)",0,5
11328,"(6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6)",0,6
11329,"(7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7)",0,7
11330,"(8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8)",0,8
11331,"(0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)",0,9
11332,"(1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1)",0,10
11333,"(2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2)",0,2
11334,"(3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3)",0,3
11335,"(4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4)",0,4
11336,"(5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5)",0,5
11337,"(6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6)",0,6
11338,"(7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7)",0,7
11339,"(8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8)",0,8
11340,"(0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)",0,9
11341,"(1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1)",0,10
11342,"(2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2)",0,2
11343,"(3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3)",0,3
11344,"(4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4)",0,4
11345,"(5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5)",0,5
11346,"(6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6)",0,6
11347,"(7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7)",0,7
11348,"(8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8)",0,8
11349,"(0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)",0,9
11350,"(1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1)",0,10
11351,"(2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2)",0,2
11352,"(3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3)",0,3
11353,"(4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4)",0,4
11354,"(5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5)",0,5
11355,"(6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6)",0,6
11356,"(7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7)",0,7
11357,"(8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8)",0,8
11358,"(0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)",0,9
11359,"(1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1)",0,10
11360,"(2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2)",0,2
11361,"(3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3)",0,3
11362,"(4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4)",0,4
11363,"(5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5)",0,5
11364,"(6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6)",0,6
11365,"(7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7)",0,7
11366,"(8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8)",0,8
11367,"(0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)",0,9
11368,"(1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1)",0,10
11369,"(2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2)",0,2
11370,"(3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3)",0,3
11371,"(4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4)",0,4
11372,"(5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5)",0,5
11373,"(6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6)",0,6
11374,"(7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7)",0,7
11375,"(8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8)",0,8
11376,"(0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)",0,9
11377,"(1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1)",0,10
11378,"(2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2)",0,2
11379,"(3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3)",0,3
11380,"(4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4)",0,4
11381,"(5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5)",0,5
11382,"(6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6)",0,6
11383,"(7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7)",0,7
11384,"(8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8)",0,8
11385,"(0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)",0,9
